,First_pokemon,Second_pokemon,Winner,Loser,Winner Type 1,Winner Type 2,Winner Total,Loser Type 1,Loser Type 2,Loser Total,Winner stat higher than Loser,Winner Effectiveness against Loser,Winner Name
42639,476,406,476,406,rock,steel,525,grass,poison,280,TRUE,0,Lopunny
42640,184,568,184,568,water,fairy,420,poison,,329,TRUE,2,Crobat
42641,156,424,424,156,normal,,482,fire,,405,TRUE,1,Groudon
42642,582,382,382,582,water,,770,ice,,305,TRUE,0.5,Feebas
42643,211,396,396,211,normal,flying,245,water,poison,440,FALSE,1,Snorunt
42644,726,752,752,726,water,bug,454,fire,,420,TRUE,1,Aegislash Shield Forme
42645,257,319,257,319,fire,fight,630,water,dark,560,TRUE,1,Hitmontop
42646,700,11,700,11,fairy,,525,bug,,205,TRUE,0.5,Cobalion
42647,699,359,699,359,rock,ice,521,dark,,565,FALSE,1,Volcarona
42648,68,441,68,441,fight,,505,normal,flying,411,TRUE,2,Poliwrath
42649,81,74,74,81,rock,ground,300,electric,steel,325,FALSE,0,Machoke
42650,214,124,214,124,bug,fight,600,ice,psychic,455,TRUE,2,Murkrow
42651,494,442,442,494,ghost,dark,485,psychic,fire,600,FALSE,0,Starly
42652,707,54,707,54,steel,fairy,470,water,,320,TRUE,1,Reshiram
42653,674,758,674,758,fight,,348,poison,fire,480,FALSE,1,Haxorus
42654,319,106,106,319,fight,,455,water,dark,560,FALSE,0.5,Hypno
42655,39,367,367,39,water,,485,normal,fairy,270,TRUE,1,Mega Altaria
42656,421,798,421,798,grass,,450,grass,steel,570,FALSE,0.5,Mega Latios
42657,325,110,110,325,poison,,490,psychic,,330,TRUE,2,Electrode
42658,708,203,708,203,ghost,grass,309,normal,psychic,455,FALSE,0,Zekrom
42659,733,310,310,733,electric,,575,normal,flying,485,TRUE,0.5,Shroomish
42660,674,702,702,674,electric,fairy,431,fight,,348,TRUE,0.5,Virizion
42661,45,455,455,45,grass,,454,grass,poison,490,FALSE,1,Rampardos
42662,326,334,326,334,psychic,,470,dragon,flying,590,FALSE,1,Delcatty
42663,477,507,477,507,ghost,,525,normal,,370,TRUE,0,Mega Lopunny
42664,555,520,520,555,normal,flying,358,fire,fire,540,FALSE,1,Togekiss
42665,707,295,707,295,steel,fairy,470,normal,,490,FALSE,0.5,Reshiram
42666,146,111,146,111,fire,flying,580,ground,rock,345,TRUE,0,Vaporeon
42667,757,270,757,270,poison,fire,320,water,grass,220,TRUE,0.5,Inkay
42668,447,450,450,447,ground,,525,fight,,285,TRUE,1,Luxio
42669,126,788,126,788,fire,,495,water,fairy,570,FALSE,1,Horsea
42670,620,350,350,620,water,,540,fight,,510,TRUE,1,Mega Sharpedo
42671,744,470,744,470,rock,,280,grass,,525,FALSE,2,Pangoro
42672,157,131,131,157,water,ice,535,fire,,534,TRUE,1,Starmie
42673,454,172,172,454,electric,,205,poison,fight,490,FALSE,1,Typhlosion
42674,132,29,132,29,normal,,288,poison,,275,TRUE,1,Mr. Mime
42675,637,49,637,49,bug,fire,550,bug,poison,450,TRUE,0.5,Gothorita
42676,308,321,321,308,water,,500,fight,psychic,510,FALSE,1,Makuhita
42677,348,685,348,685,rock,bug,495,fairy,,480,TRUE,1,Carvanha
42678,70,416,70,416,grass,poison,390,bug,flying,474,FALSE,2,Kadabra
42679,96,457,457,96,water,,460,psychic,,328,TRUE,1,Bastiodon
42680,211,456,211,456,water,poison,440,water,,330,TRUE,0.5,Quagsire
42681,273,553,553,273,ground,dark,519,grass,,220,TRUE,2,Arceus
42682,24,402,24,402,poison,,448,bug,,384,TRUE,0.5,Mega Pidgeot
42683,199,190,199,190,water,psychic,490,normal,,360,TRUE,1,Marill
42684,546,433,546,433,grass,fairy,280,psychic,,285,FALSE,1,Giratina Origin Forme
42685,69,335,69,335,grass,poison,300,normal,,458,FALSE,1,Abra
42686,124,22,124,22,ice,psychic,455,normal,flying,442,TRUE,1,Kangaskhan
42687,513,566,513,566,fire,,316,rock,flying,401,FALSE,2,Weavile
42688,121,688,688,121,rock,water,306,water,psychic,520,FALSE,1,Bouffalant
42689,682,672,682,672,fairy,,341,grass,,350,FALSE,1,Mienshao
42690,148,647,647,148,water,fight,580,dragon,,420,TRUE,1,Deerling
42691,233,345,233,345,normal,,515,rock,grass,355,TRUE,1,Mega Heracross
42692,195,278,278,195,water,flying,270,water,ground,430,FALSE,0,Combusken
42693,551,653,551,653,ground,dark,292,fire,,307,FALSE,1,Shaymin Land Forme
42694,20,360,20,360,normal,dark,413,psychic,,260,TRUE,1,Mega Beedrill
42695,353,184,184,353,water,fairy,420,ghost,,295,TRUE,1,Crobat
42696,510,177,177,510,psychic,flying,320,dark,,446,FALSE,2,Furret
42697,449,718,718,449,dragon,ground,708,ground,,330,TRUE,1,Genesect
42698,128,711,711,128,ghost,grass,494,normal,,490,TRUE,0,Kyurem
42699,661,384,384,661,dragon,flying,780,normal,flying,278,TRUE,1,Castform
42700,524,573,524,573,rock,,280,normal,,470,FALSE,0.5,Gliscor
42701,25,667,25,667,electric,,320,fire,normal,369,FALSE,1,Rattata
42702,261,246,261,246,dark,,220,rock,ground,300,FALSE,1,Miltank
42703,315,461,315,461,grass,poison,400,dark,ice,510,FALSE,2,Nincada
42704,598,446,598,446,grass,steel,489,normal,,390,TRUE,0.5,Seismitoad
42705,466,375,466,375,electric,,540,steel,psychic,420,TRUE,0.5,Buizel
42706,425,696,425,696,ghost,flying,348,rock,dragon,362,FALSE,2,Primal Groudon
42707,171,34,171,34,water,electric,460,poison,ground,505,FALSE,2,Quilava
42708,331,330,330,331,ground,dragon,520,grass,,335,TRUE,1,Mega Mawile
42709,54,549,549,54,grass,,480,water,,320,TRUE,0.5,Manaphy
42710,611,460,611,460,dragon,,410,grass,ice,594,FALSE,1,Basculin
42711,716,254,716,254,fairy,,680,grass,,630,TRUE,1,Meloetta Aria Forme
42712,465,770,465,770,grass,,535,ghost,ground,480,TRUE,0.5,Pachirisu
42713,702,352,702,352,electric,fairy,431,normal,,440,FALSE,1,Virizion
42714,278,363,278,363,water,flying,270,ice,water,290,FALSE,0.5,Combusken
42715,717,422,717,422,dark,flying,680,water,,325,TRUE,1,Meloetta Pirouette Forme
42716,240,209,209,240,fairy,,300,fire,,365,FALSE,1,Yanma
42717,572,789,572,789,normal,,300,psychic,,200,TRUE,1,Simisage
42718,20,270,20,270,normal,dark,413,water,grass,220,TRUE,1,Mega Beedrill
42719,37,391,391,37,fire,fight,405,fire,ice,299,TRUE,0.25,Tropius
42720,45,306,306,45,steel,rock,630,grass,poison,490,TRUE,0,Gardevoir
42721,736,305,736,305,bug,,300,steel,rock,430,FALSE,2,Litleo
42722,340,319,340,319,water,ground,468,water,dark,560,FALSE,1,Mega Manectric
42723,249,311,249,311,psychic,flying,680,electric,,405,TRUE,2,Mega Houndoom
42724,581,146,581,146,water,flying,473,fire,flying,580,FALSE,0.5,Unfezant
42725,678,535,535,678,water,,294,psychic,,466,FALSE,1,Frost Rotom
42726,553,732,732,553,normal,flying,355,ground,dark,519,FALSE,0,Talonflame
42727,288,275,275,288,grass,dark,480,normal,,440,TRUE,1,Sceptile
42728,693,738,693,738,water,,500,bug,electric,500,FALSE,2,Heatmor
42729,11,50,11,50,bug,,205,ground,ground,265,FALSE,0.25,Wartortle
42730,722,716,716,722,fairy,,680,grass,flying,320,TRUE,1,Meloetta Aria Forme
42731,54,532,532,54,fight,,305,water,,320,FALSE,1,Rotom
42732,475,367,475,367,psychic,fight,618,water,,485,TRUE,1,Buneary
42733,677,230,677,230,psychic,,355,water,dragon,540,FALSE,1,Cryogonal
42734,546,719,546,719,grass,fairy,280,rock,fairy,700,FALSE,1,Giratina Origin Forme
42735,137,546,546,137,grass,fairy,280,normal,,395,FALSE,1,Giratina Origin Forme
42736,764,716,716,764,fairy,,680,fairy,,485,TRUE,1,Meloetta Aria Forme
42737,470,739,739,470,fight,,338,grass,,525,FALSE,1,Floette
42738,355,104,355,104,ghost,,295,ground,,320,FALSE,1,Mega Camerupt
42739,732,679,679,732,steel,ghost,325,normal,flying,355,FALSE,0,Accelgor
42740,543,122,543,122,bug,poison,260,psychic,fairy,460,FALSE,1,Heatran
42741,257,747,747,257,poison,water,305,fire,fight,630,FALSE,0.25,Meowstic Male
42742,603,15,603,15,electric,,405,bug,poison,495,FALSE,1,Leavanny
42743,398,402,398,402,normal,flying,485,bug,,384,TRUE,0.5,Mega Glalie
42744,154,53,154,53,grass,,525,normal,dark,440,TRUE,1,Aerodactyl
42745,474,558,474,558,normal,,535,bug,rock,485,TRUE,1,Drifblim
42746,421,698,421,698,grass,,450,rock,ice,362,TRUE,2,Mega Latios
42747,533,124,124,533,ice,psychic,455,fight,,405,TRUE,1,Kangaskhan
42748,638,694,694,638,electric,normal,289,steel,fight,580,FALSE,1,Durant
42749,292,534,534,292,fight,,505,bug,ghost,236,TRUE,0.5,Wash Rotom
42750,705,647,705,647,dragon,,452,water,fight,580,FALSE,0.5,Thundurus Incarnate Forme
42751,64,148,148,64,dragon,,420,psychic,,400,TRUE,1,Flareon
42752,358,726,726,358,fire,,420,psychic,,455,FALSE,1,Frogadier
42753,167,329,329,167,ground,dragon,340,bug,poison,250,TRUE,0.5,Mawile
42754,151,279,279,151,water,flying,440,psychic,,600,FALSE,1,Blaziken
42755,267,54,267,54,bug,flying,395,water,,320,TRUE,1,Pupitar
42756,140,502,140,502,rock,water,355,water,,413,FALSE,1,Magikarp
42757,310,188,310,188,electric,,575,grass,flying,340,TRUE,0.5,Shroomish
42758,490,240,490,240,water,,600,fire,,365,TRUE,0.5,Chatot
42759,275,118,275,118,grass,dark,480,water,,320,TRUE,0.5,Sceptile
42760,788,108,108,788,normal,,385,water,fairy,570,FALSE,1,Kingler
42761,81,461,461,81,dark,ice,510,electric,steel,325,TRUE,2,Wormadam Trash Cloak
42762,196,500,500,196,fire,fight,528,psychic,,525,TRUE,2,Hippopotas
42763,512,180,512,180,grass,,498,electric,,365,TRUE,0.5,Mega Abomasnow
42764,522,599,522,599,electric,,295,steel,,300,FALSE,0.5,Leafeon
42765,279,729,279,729,water,flying,440,water,,420,TRUE,0.5,Blaziken
42766,602,756,756,602,grass,fairy,405,electric,,275,TRUE,0.5,Slurpuff
42767,186,13,13,186,bug,poison,195,water,,500,FALSE,1,Mega Blastoise
42768,324,286,286,324,grass,fight,460,fire,,470,FALSE,2,Mightyena
42769,593,432,432,593,normal,,452,water,ghost,480,FALSE,0,Deoxys Speed Forme
42770,792,640,792,640,psychic,ghost,680,grass,fight,580,TRUE,0,Noivern
42771,397,62,397,62,normal,flying,340,water,fight,510,FALSE,1,Glalie
42772,465,377,377,465,rock,,580,grass,,535,TRUE,2,Claydol
42773,295,650,650,295,grass,,313,normal,,490,FALSE,1,Karrablast
42774,541,174,541,174,bug,grass,380,normal,fairy,210,TRUE,1,Dialga
42775,209,779,209,779,fairy,,300,water,psychic,475,FALSE,1,Yanma
42776,487,741,741,487,fire,flying,476,ghost,dragon,680,FALSE,1,Skiddo
42777,304,733,304,733,steel,rock,330,normal,flying,485,FALSE,0.0625,Ralts
42778,462,620,462,620,electric,steel,535,fight,,510,TRUE,2,Mothim
42779,403,151,151,403,psychic,,600,electric,,263,TRUE,1,Omastar
42780,13,356,13,356,bug,poison,195,ghost,,455,FALSE,1,Mega Blastoise
42781,468,590,590,468,grass,poison,294,fairy,flying,545,FALSE,1,Excadrill
42782,18,465,465,18,grass,,535,normal,flying,579,FALSE,2,Pachirisu
42783,796,505,505,796,normal,,420,electric,,570,FALSE,1,Toxicroak
42784,382,396,382,396,water,,770,normal,flying,245,TRUE,1,Feebas
42785,412,289,412,289,bug,,224,normal,,670,FALSE,1,Metang
42786,641,629,629,641,dark,flying,370,flying,,580,FALSE,1,Archeops
42787,217,691,691,217,poison,dragon,494,normal,,500,FALSE,1,Vullaby
42788,230,698,230,698,water,dragon,540,rock,ice,362,TRUE,1,Mega Scizor
42789,224,207,207,224,ground,flying,430,water,,480,FALSE,2,Sunkern
42790,342,459,342,459,water,dark,468,grass,ice,334,TRUE,1,Minun
42791,350,581,350,581,water,,540,water,flying,473,TRUE,0.5,Mega Sharpedo
42792,508,623,623,508,ground,ghost,483,normal,,500,FALSE,0,Sigilyph
42793,40,639,40,639,normal,fairy,435,rock,fight,580,FALSE,1,Nidoking
42794,363,4,4,363,fire,,309,ice,water,290,TRUE,1,Mega Venusaur
42795,774,35,774,35,rock,flying,500,fairy,,323,TRUE,1,Carbink
42796,159,180,159,180,water,,405,electric,,365,TRUE,2,Moltres
42797,518,20,20,518,normal,dark,413,psychic,,487,FALSE,1,Mega Beedrill
42798,416,444,444,416,dragon,ground,410,bug,flying,474,FALSE,1,Staraptor
42799,493,124,124,493,ice,psychic,455,normal,,720,FALSE,1,Kangaskhan
42800,685,299,299,685,rock,,375,fairy,,480,FALSE,1,Shiftry
42801,444,219,444,219,dragon,ground,410,fire,rock,430,FALSE,0.25,Staraptor
42802,521,67,521,67,normal,flying,488,fight,,405,TRUE,1,Yanmega
42803,784,508,508,784,normal,,500,dragon,fight,600,FALSE,2,Lumineon
42804,576,521,576,521,psychic,,490,normal,flying,488,TRUE,1,Simipour
42805,294,85,85,294,normal,flying,470,normal,,360,TRUE,1,Rapidash
42806,708,522,522,708,electric,,295,ghost,grass,309,FALSE,1,Leafeon
42807,319,732,732,319,normal,flying,355,water,dark,560,FALSE,1,Talonflame
42808,55,470,55,470,water,,500,grass,,525,FALSE,2,Venomoth
42809,761,298,298,761,normal,fairy,190,grass,,210,FALSE,1,Nuzleaf
42810,293,240,293,240,normal,,240,fire,,365,FALSE,1,Dustox
42811,638,378,638,378,steel,fight,580,ice,,580,FALSE,0.5,Gothitelle
42812,281,197,197,281,dark,,525,psychic,fairy,278,TRUE,0,Mega Ampharos
42813,133,709,133,709,normal,,325,ghost,grass,474,FALSE,0,Scyther
42814,757,149,757,149,poison,fire,320,dragon,flying,600,FALSE,1,Inkay
42815,529,510,510,529,dark,,446,ground,,328,TRUE,1,Snover
42816,199,780,780,199,normal,dragon,485,water,psychic,490,FALSE,0.5,Trevenant
42817,181,321,321,181,water,,500,electric,,610,FALSE,2,Makuhita
42818,628,224,628,224,normal,flying,510,water,,480,TRUE,1,Archen
42819,609,125,125,609,electric,,490,ghost,fire,520,FALSE,1,Mega Kangaskhan
42820,780,395,780,395,normal,dragon,485,water,steel,530,FALSE,0.5,Trevenant
42821,502,612,612,502,dragon,,540,water,,413,TRUE,0.5,Sandile
42822,70,487,487,70,ghost,dragon,680,grass,poison,390,TRUE,0.25,Bonsly
42823,437,63,63,437,psychic,,310,steel,psychic,500,FALSE,0.5,0
42824,386,411,386,411,psychic,,600,rock,steel,495,TRUE,1,Shuppet
42825,223,591,223,591,water,,300,grass,poison,464,FALSE,2,Gligar
42826,76,797,797,76,steel,flying,570,rock,ground,495,TRUE,0,Mega Diancie
42827,601,287,287,601,normal,,280,steel,,520,FALSE,1,Zigzagoon
42828,209,190,209,190,fairy,,300,normal,,360,FALSE,1,Yanma
42829,794,373,794,373,bug,fight,570,dragon,flying,700,FALSE,4,Yveltal
42830,133,270,270,133,water,grass,220,normal,,325,FALSE,1,Lugia
42831,704,581,704,581,dragon,,300,water,flying,473,FALSE,0.5,Tornadus Therian Forme
42832,304,475,475,304,psychic,fight,618,steel,rock,330,TRUE,0.5,Buneary
42833,656,96,656,96,water,,314,psychic,,328,FALSE,1,Alomomola
42834,683,154,154,683,grass,,525,fairy,,462,TRUE,1,Aerodactyl
42835,318,277,277,318,normal,flying,455,water,dark,305,TRUE,1,Torchic
42836,766,71,71,766,grass,poison,490,fight,,490,FALSE,0.5,Alakazam
42837,790,675,675,790,fight,dark,495,psychic,,400,TRUE,0,Cubchoo
42838,120,225,225,120,ice,flying,330,water,,340,FALSE,1,Mega Steelix
42839,521,237,521,237,normal,flying,488,fight,,455,TRUE,1,Yanmega
42840,3,733,3,733,grass,poison,625,normal,flying,485,TRUE,2,Venusaur
42841,36,118,36,118,fairy,,483,water,,320,TRUE,1,Nidorina
42842,315,128,128,315,normal,,490,grass,poison,400,TRUE,1,Goldeen
42843,636,289,636,289,bug,fire,360,normal,,670,FALSE,1,Gothita
42844,338,696,338,696,rock,psychic,460,rock,dragon,362,TRUE,1,Electrike
42845,417,732,732,417,normal,flying,355,electric,,405,FALSE,2,Talonflame
42846,403,510,403,510,electric,,263,dark,,446,FALSE,1,Huntail
42847,184,594,184,594,water,fairy,420,water,,470,FALSE,0.5,Crobat
42848,91,779,779,91,water,psychic,475,water,ice,525,FALSE,0.25,Phantump
42849,295,258,258,295,water,,310,normal,,490,FALSE,1,Smoochum
42850,659,379,379,659,steel,,580,normal,,237,TRUE,0.5,Cradily
42851,523,334,523,334,electric,,497,dragon,flying,590,FALSE,0.5,Glaceon
42852,311,372,311,372,electric,,405,dragon,,420,FALSE,1,Breloom
42853,771,469,469,771,bug,flying,515,water,,410,TRUE,1,Cherrim
42854,443,522,522,443,electric,,295,dragon,ground,300,FALSE,2,Leafeon
42855,407,315,407,315,grass,poison,515,grass,poison,400,TRUE,0.25,Bagon
42856,351,15,351,15,normal,,420,bug,poison,495,FALSE,1,Wailmer
42857,126,75,126,75,fire,,495,rock,ground,390,TRUE,4,Horsea
42858,335,555,555,335,fire,fire,540,normal,,458,TRUE,1,Snivy
42859,661,445,445,661,dragon,ground,700,normal,flying,278,TRUE,1,Bidoof
42860,702,465,702,465,electric,fairy,431,grass,,535,FALSE,1,Virizion
42861,718,95,718,95,dragon,ground,708,rock,ground,385,TRUE,0.5,Genesect
42862,758,749,758,749,poison,fire,480,ground,,385,TRUE,4,Malamar
42863,186,292,186,292,water,,500,bug,ghost,236,TRUE,1,Lanturn
42864,89,717,717,89,dark,flying,680,poison,poison,500,TRUE,1,Meloetta Pirouette Forme
42865,104,723,723,104,grass,flying,420,ground,,320,TRUE,0,Braixen
42866,342,39,342,39,water,dark,468,normal,fairy,270,TRUE,2,Minun
42867,401,494,494,401,psychic,fire,600,bug,,194,TRUE,1,Garchomp
42868,513,545,513,545,fire,,316,bug,poison,485,FALSE,0.5,Weavile
42869,367,195,367,195,water,,485,water,ground,430,TRUE,0.5,Mega Altaria
42870,609,600,600,609,steel,,440,ghost,fire,520,FALSE,2,Sawk
42871,444,109,109,444,poison,,340,dragon,ground,410,FALSE,2,Voltorb
42872,627,1,1,627,grass,poison,318,normal,flying,350,FALSE,2,Bulbasaur
42873,229,321,229,321,dark,fire,600,water,,500,TRUE,2,Scizor
42874,505,609,505,609,normal,,420,ghost,fire,520,FALSE,0,Toxicroak
42875,342,302,342,302,water,dark,468,dark,ghost,480,FALSE,0.25,Minun
42876,283,667,283,667,bug,water,269,fire,normal,369,FALSE,1,Swampert
42877,215,593,593,215,water,ghost,480,dark,ice,430,TRUE,1,Timburr
42878,409,478,478,409,ice,ghost,480,rock,,495,FALSE,2,Mismagius
42879,617,340,340,617,water,ground,468,bug,,495,FALSE,1,Mega Manectric
42880,321,482,482,321,psychic,,580,water,,500,TRUE,1,Chingling
42881,389,438,438,389,rock,,290,grass,ground,525,FALSE,4,Infernape
42882,788,336,336,788,poison,,458,water,fairy,570,FALSE,0.5,Medicham
42883,760,462,760,462,normal,fight,500,electric,steel,535,FALSE,1,Barbaracle
42884,546,361,546,361,grass,fairy,280,ice,,300,FALSE,2,Giratina Origin Forme
42885,607,367,367,607,water,,485,ghost,fire,275,TRUE,0.5,Mega Altaria
42886,705,127,705,127,dragon,,452,bug,,600,FALSE,1,Thundurus Incarnate Forme
42887,301,683,301,683,normal,,400,fairy,,462,FALSE,1,Swellow
42888,644,176,644,176,dragon,electric,680,fairy,flying,405,TRUE,1,Vanillite
42889,549,522,549,522,grass,,480,electric,,295,TRUE,0.5,Manaphy
42890,134,8,8,134,water,,405,water,,525,FALSE,0.5,Mega Charizard X
42891,146,362,362,146,ice,,580,fire,flying,580,FALSE,2,Flygon
42892,441,772,772,441,normal,,534,normal,flying,411,TRUE,1,Hawlucha
42893,568,125,125,568,electric,,490,poison,,329,TRUE,1,Mega Kangaskhan
42894,493,231,493,231,normal,,720,ground,,330,TRUE,1,Gabite
42895,310,87,310,87,electric,,575,water,ice,475,TRUE,1,Shroomish
42896,328,86,328,86,ground,,290,water,,325,FALSE,2,Mega Sableye
42897,273,635,635,273,dark,dragon,600,grass,,220,TRUE,0.5,Cinccino
42898,226,697,697,226,rock,dragon,521,water,flying,485,TRUE,0.5,Hydreigon
42899,64,185,185,64,rock,,410,psychic,,400,TRUE,1,Chinchou
42900,8,333,8,333,water,,405,normal,flying,310,TRUE,1,Mega Charizard X
42901,228,590,590,228,grass,poison,294,dark,fire,330,FALSE,2,Excadrill
42902,799,428,428,799,normal,,580,dark,dragon,570,TRUE,1,Jirachi
42903,763,467,467,763,fire,,540,grass,,510,TRUE,0.5,Floatzel
42904,492,797,797,492,steel,flying,570,grass,grass,600,FALSE,0.0625,Mega Diancie
42905,657,40,40,657,normal,fairy,435,water,,405,TRUE,1,Nidoking
42906,598,436,598,436,grass,steel,489,steel,psychic,300,TRUE,0.25,Seismitoad
42907,131,8,131,8,water,ice,535,water,,405,TRUE,0.5,Starmie
42908,20,248,20,248,normal,dark,413,rock,dark,700,FALSE,1,Mega Beedrill
42909,205,557,557,205,bug,rock,325,bug,steel,465,FALSE,2,Serperior
42910,124,150,124,150,ice,psychic,455,psychic,,780,FALSE,0.5,Kangaskhan
42911,38,418,418,38,water,,330,fire,ice,505,FALSE,0.25,Latias
42912,98,93,93,98,ghost,poison,405,water,,325,TRUE,1,Dodrio
42913,539,513,513,539,fire,,316,fight,,465,FALSE,1,Weavile
42914,15,379,379,15,steel,,580,bug,poison,495,TRUE,0,Cradily
42915,103,200,103,200,grass,psychic,530,ghost,,435,TRUE,2,Mega Gengar
42916,326,212,212,326,bug,steel,600,psychic,,470,TRUE,0.5,Espeon
42917,115,106,115,106,normal,,590,fight,,455,TRUE,2,Hitmonlee
42918,335,482,335,482,normal,,458,psychic,,580,FALSE,1,Meditite
42919,799,722,799,722,dark,dragon,570,grass,flying,320,TRUE,0.5,Hoopa Unbound
42920,324,234,234,324,normal,,465,fire,,470,FALSE,1,Sneasel
42921,635,26,635,26,dark,dragon,600,electric,electric,485,TRUE,0.25,Cinccino
42922,753,303,303,753,steel,fairy,480,grass,,250,TRUE,0.5,Pelipper
42923,227,299,299,227,rock,,375,steel,flying,465,FALSE,1,Shiftry
42924,365,382,382,365,water,,770,ice,water,530,TRUE,0.25,Feebas
42925,724,573,724,573,grass,ghost,530,normal,,470,TRUE,0,Delphox
42926,430,301,430,301,dark,flying,505,normal,,400,TRUE,1,DeoxysAttack Forme
42927,214,195,214,195,bug,fight,600,water,ground,430,TRUE,0.5,Murkrow
42928,116,685,685,116,fairy,,480,water,,295,TRUE,1,Golurk
42929,193,800,193,800,bug,flying,390,psychic,,600,FALSE,1,Xatu
42930,630,21,630,21,dark,flying,510,normal,flying,262,TRUE,1,Trubbish
42931,742,423,423,742,water,ground,475,bug,fairy,304,TRUE,1,Primal Kyogre
42932,595,153,153,595,grass,,405,bug,electric,319,TRUE,1,Kabutops
42933,42,21,42,21,poison,flying,455,normal,flying,262,TRUE,1,Clefable
42934,458,532,532,458,fight,,305,water,flying,345,FALSE,2,Rotom
42935,754,641,641,754,flying,,580,grass,,480,TRUE,0.5,Reuniclus
42936,135,674,135,674,electric,,525,fight,,348,TRUE,1,Electabuzz
42937,487,592,592,487,water,ghost,335,ghost,dragon,680,FALSE,2,Mega Audino
42938,577,74,74,577,rock,ground,300,psychic,,290,TRUE,1,Machoke
42939,481,277,481,277,psychic,,580,normal,flying,455,TRUE,1,Purugly
42940,638,468,638,468,steel,fight,580,fairy,flying,545,TRUE,1,Gothitelle
42941,67,441,67,441,fight,,405,normal,flying,411,FALSE,2,Poliwhirl
42942,412,71,71,412,grass,poison,490,bug,,224,TRUE,1,Alakazam
42943,8,88,8,88,water,,405,poison,poison,325,TRUE,1,Mega Charizard X
